Pricing Date,Settlement Date,Bond Ticker,Issuer,Moody’s Rating,Moody's Outlook,S&P Rating,S&P Outlook,Fitch Rating,Fitch Outlook,Moody's/S&P/Fitch Rating,No. of B's,Rank ,Bail-in,Asset Class,Total Deal Size (USD),Deal Size (Lcl Ccy),Tranche Size (USD),Tenor,No of Tranches,Structure,Coupon Type,Coupon Rate (Fixed %; FRN if Float),Call Date,Maturity,Benchmark,Spread ,Spread to Gov Benchmark,Free r,Rate Type Selection,3mL Equivalent (bps),IPT Spread,Guidance,Area,M/S Equivalent,Spread vs. Midswaps,MS,New Issue Premium,Movement from IPTS,Orderbook Size (mm),Over Subscription,Yield,Price,League Table Eligible,Issuer Type,Product Type ,BofA ML Role,# of Bookrunners,# of Active,# of Passive,Listing,CoC,Coupon Steps,Par Call,Make Whole,Marketing,Special Mandatory Redemption,UOP 1,UOP 2,Denom,Phy. Bks,Self Led,Bk1,Bk2,Bk3,Bk4,Bk5,Bk6,Bk7,Bk8,Bk9,Bk10,B&D Agent,Distribution,Add-On,Tapped Bond,Industry ,Sub industry,CUSIP,ISIN ,Week Start,Quarter,Deal,Country ,Sub-Region,Region,No-Grow,Tranche Size (Local),Tranche Currency,FX Rate per USD,Call Structure,Special Call Features,Par Call Period,Up/Downsized,First Time Bond Issuer,Price Execution,Tranche Comments,Coupon Rate Comments,General Comments (deal level),Bond Ticker,Desk,Gross Spread ,Total Fees,Unequal Economics,Jt Ld 1,Jt Ld 2,Jt Ld 3,Jt Ld 4,Jt Ld 5,Co1,Co 2,Co 3,Co 4,Co 5,IsYield,IsDM,IsSpread,IssueBenchmark,Price0,Yield0,Spread0,Performance0,Price1,Yield1,Spread1,Performance1,Price2,Yield2,Spread2,Performance2,Price3,Yield3,Spread3,Performance3,Price4,Yield4,Spread4,Performance4,Price5,Yield5,Spread5,Performance5,Price6,Yield6,Spread6,Performance6,Price7,Yield7,Spread7,Performance7,Price8,Yield8,Spread8,Performance8,Price9,Yield9,Spread9,Performance9,Price10,Yield10,Spread10,Performance10,Vix,Vix5d,Srvix,Srvix5d,CdxIg,CdxIg5d,Usgg2y,Usgg2y5d,Usgg3y,Usgg3y5d,Usgg5y,Usgg5y5d,Usgg10y,Usgg10y5d,Usgg30y,Usgg30y5d,Ticker,EnterpriseValue
05/19/2020,05/22/2020,ETR,Entergy Mississippi Inc,A2,Stable,A,Stable,NR,-,A2 / A / NR,-,FMB, , -,170,170,170,31,1,NCL,Fixed,3.5,-,06/01/2051,2% 31yr UST due 02/15/50,215,,-5,-,-,225,0,0,-,-,,40,10,-,1.5,3.576,98.582,Yes,CORP,Investment Grade,No Role,4,4,-,-,No,No,Yes,Yes,No,No,GCP,-,1000,,No,MUFG,SMBC,TD Securities,US Bancorp,-,-,-,-,-,-,US Bancorp,Public Offering, ,-,Energy & Power,Utilities,29366WAB2,US29366WAB28,05/18/2020,2,1,United States of America,US,US, ,170,USD,1,NCL,-,6,-,-,-,-,-,-,ETR,AMRS,0.875,1.488,No,-,-,-,-,-,-,-,-,-,-,N,N,Y,912810SL Govt,102.149,3.387,200.0495,-14.9505,102.149,3.387,201.3037,-13.6963,102.149,3.387,201.308,-13.692,102.149,3.387,202.7851,-12.2149,102.149,3.387,195.4844,-19.5156,102.149,3.387,195.9081,-19.0919,102.149,3.387,194.8397,-20.1603,102.149,3.387,199.3841,-15.6159,102.149,3.387,194.9674,-20.0326,102.48,3.37,189.4648,-25.5352,102.48,3.37,185.2535,-29.7465,30.53,-7.6,66.56,-0.94,90,-3.54,0.1652,4.0084,0.2064,1.4675,0.332,2.3949,0.6882,3.4732,1.4089,2.8559,ETR4 US Equity,#N/A N/A
05/18/2020,05/26/2020,ICE,Intercontinental Exchange Inc,A2,Stable,A,Stable,NR,-,A2 / A / NR,-,Sr, , -,2500,2500,1250,10,2,NCL,Fixed,2.1,-,06/15/2030,0.625% 10yr UST due 05/15/30,145,,-6,-,-,165,150,5,-,-,,0,20,-,3.9,2.179,99.29,Yes,FIG,Investment Grade,Active,6,3,3,-,No,No,Yes,Yes,No,No,Refi - Bond,Refi-CP,2000,,No,BofA,JPM,WFS,MUFG,Loop,CS,-,-,-,-,BofA,Public Offering, ,-,Financial Institutions,Broker/Dealers/Exchanges,45866FAK0,US45866FAK03,05/18/2020,2,1,United States of America,US,US, ,1250,USD,1,NCL,-,3,-,-,-,-,-,-,ICE,AMRS,0.65,8.125,No,-,-,-,-,-,BBVA,BMO,Fifth Third Securiti,ICBC,Mizuho,N,N,Y,912828ZQ Govt,101.207,1.964,129.1939,-15.8061,100.832,2.006,134.6937,-10.3063,100.799,2.01,131.3468,-13.6532,101.812,1.896,121.4129,-23.5871,101.812,1.896,120.5925,-24.4075,101.428,1.939,128.6392,-16.3608,101.491,1.932,127.2875,-17.7125,101.331,1.95,126.4775,-18.5225,101.578,1.922,117.6136,-27.3864,100.892,1.999,117.5422,-27.4578,100.96,1.991,109.5789,-35.4211,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,ICE US Equity,60668.294
05/18/2020,05/26/2020,ICE,Intercontinental Exchange Inc,A2,Stable,A,Stable,NR,-,A2 / A / NR,-,Sr, , -,2500,2500,1250,30,2,NCL,Fixed,3,-,06/15/2050,2% 30yr UST due 02/15/50,165,,-8,-,-,190,170,5,-,-,,0,25,-,3.9,3.077,98.496,Yes,FIG,Investment Grade,Active,6,3,3,-,No,No,Yes,Yes,No,No,Refi - Bond,Refi-CP,2000,,No,BofA,JPM,WFS,MUFG,Loop,CS,-,-,-,-,WFS,Public Offering, ,-,Financial Institutions,Broker/Dealers/Exchanges,45866FAL8,US45866FAL85,05/18/2020,2,0,United States of America,US,US, ,1250,USD,1,NCL,-,6,-,-,-,-,-,-,ICE,AMRS,0.875,10.938,No,-,-,-,-,-,BBVA,BMO,Fifth Third Securiti,ICBC,Mizuho,N,N,Y,912810SL Govt,101.059,2.946,157.208,-7.792,100.881,2.955,159.5851,-5.4149,100.272,2.986,155.3844,-9.6156,101.076,2.945,151.7081,-13.2919,100.822,2.958,151.9397,-13.0603,100.585,2.97,157.6841,-7.3159,100.272,2.986,154.8674,-10.1326,99.322,3.034,155.8648,-9.1352,101.078,2.945,142.7535,-22.2465,103.406,2.829,121.0076,-43.9924,104.946,2.754,110.2101,-54.7899,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,ICE US Equity,60668.294
05/18/2020,05/22/2020,EQNR,Equinor ASA,Aa2,Negative,AA-,Negative,NR,-,Aa2 / AA- / NR,-,Sr, , -,1500,1500,750,5,2,NCL,Fixed,1.75,-,01/22/2026,0.375% 5yr UST due 04/30/25,145,,-7,-,-,175,150,5,-,-,,0,30,-,5.6,1.825,99.599,Yes,CORP,Investment Grade,Active,6,6,-,-,No,No,Yes,Yes,No,No,GCP,-,1000,,No,BofA,Barc,BNP,DNB Bank ASA,GS,JPM,-,-,-,-,BofA,Public Offering, ,-,Energy & Power,Majors/Integrateds,29446MAJ1,US29446MAJ18,05/18/2020,2,1,Norway,W. Europe,Europe, ,750,USD,1,NCL,-,1,-,-,-,-,-,-,EQNR,EMEA,0.15,1.125,No,-,-,-,-,-,-,-,-,-,-,N,N,Y,912828ZL Govt,101.402,1.487,114.8714,-30.1286,101.402,1.487,114.8774,-30.1226,101.772,1.418,107.9795,-37.0205,101.868,1.4,106.6603,-38.3397,102.008,1.374,102.623,-42.377,102.27,1.325,97.7245,-47.2755,102.145,1.348,100.6715,-44.3285,102.571,1.269,96.138,-48.862,102.626,1.259,94.9817,-50.0183,102.907,1.206,88.2421,-56.7579,102.981,1.192,82.3454,-62.6546,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,EQNR NO Equity,614574.0093
05/18/2020,05/22/2020,EQNR,Equinor ASA,Aa2,Negative,AA-,Negative,NR,-,Aa2 / AA- / NR,-,Sr, , -,1500,1500,750,10,2,NCL,Fixed,2.375,-,05/22/2030,0.625% 10yr UST due 05/15/30,170,,-4,-,-,200,175,5,-,-,,0,30,-,5.07,2.44,99.426,Yes,CORP,Investment Grade,Active,6,6,-,-,No,No,Yes,Yes,No,No,GCP,-,1000,,No,BofA,Barc,BNP,DNB Bank ASA,GS,JPM,-,-,-,-,BofA,Public Offering, ,-,Energy & Power,Majors/Integrateds,29446MAK8,US29446MAK80,05/18/2020,2,0,Norway,W. Europe,Europe, ,750,USD,1,NCL,-,3,-,-,-,-,-,-,EQNR,EMEA,0.225,1.688,No,-,-,-,-,-,-,-,-,-,-,N,N,Y,912828ZQ Govt,102.331,2.109,142.8858,-27.1142,102.331,2.109,143.6951,-26.3049,102.553,2.084,141.1939,-28.8061,102.588,2.08,142.0937,-27.9063,102.8,2.056,135.9468,-34.0532,103.271,2.003,132.1129,-37.8871,103.271,2.003,131.2925,-38.7075,103.674,1.958,130.5392,-39.4608,103.655,1.96,130.0875,-39.9125,103.545,1.972,128.6775,-41.3225,103.346,1.994,124.8136,-45.1864,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,EQNR NO Equity,614574.0093
05/18/2020,05/26/2020,EVRG,Evergy Metro Inc,A2,Stable,A+,Stable,NR,-,A2 / A+ / NR,-,FMB, , -,400,400,400,10,1,NCL,Fixed,2.25,-,06/01/2030,0.625% 10yr UST due 05/15/30,155,,-4,-,-,175,0,0,-,-,,N/A,20,-,2.7,2.263,99.884,Yes,CORP,Investment Grade,Active,3,3,-,-,No,No,Yes,Yes,No,No,Refi - Bank,Refi - Bond,2000,,No,BofA,Citi,JPM,-,-,-,-,-,-,-,Citi,Public Offering, ,-,Energy & Power,Utilities,30037DAA3,US30037DAA37,05/18/2020,2,1,United States of America,US,US, ,400,USD,1,NCL,-,3,-,-,-,-,-,-,EVRG,AMRS,0.65,2.6,No,-,-,-,-,-,MFR,Ramirez,Siebert,-,-,N,N,Y,912828ZQ Govt,101.496,2.08,140.7939,-14.2061,101.496,2.08,142.0937,-12.9063,102.341,1.985,128.8468,-26.1532,102.634,1.952,127.0129,-27.9871,102.544,1.962,127.1925,-27.8075,102.544,1.962,130.9392,-24.0608,102.587,1.957,129.7875,-25.2125,102.528,1.963,127.7775,-27.2225,103.855,1.816,107.0136,-47.9864,103.855,1.816,99.2422,-55.7578,103.212,1.887,99.1789,-55.8211,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,78204Z US Equity,#N/A N/A
05/18/2020,05/21/2020,BHF,Brighthouse Financial Inc,Ba2,Stable,BBB-,Stable,BB+,Negative,Ba2 / BBB- / BB+,5,Preferred, , -,350,350,350,-,1,NC5,Fixed,6.75,-,-,n/a,675,,-,-,-,0,0,0,-,-,,25,-675,-,N/A,6.75,25,Yes,FIG,Investment Grade,Active,5,5,-,-,No,No,No,No,No,No,Refi - Bank,-,25,,No,WFS,BofA,MS,UBS,JPM,-,-,-,-,-,WFS,Public Offering, ,-,Financial Institutions,Insurance,10922N509,US10922N5095,05/18/2020,2,1,United States of America,US,US, ,350,USD,1,NC5,-,-,-,-,-,-,-,-,BHF,AMRS,3.143,11.001,Yes,-,-,-,-,-,GS,BNP,DB,US Bancorp,Barc,Y,N,N,#N/A Field Not Applicable,24.83,6.796,679.6,4.6,24.99,6.754,675.4,0.4,24.99,6.754,675.4,0.4,25.31,6.49,649,-26,25.32,6.485,648.5,-26.5,25.36,6.456,645.6,-29.4,25.36,6.46,646,-29,25.43,6.4,640,-35,25.32,6.506,650.6,-24.4,25.33,6.501,650.1,-24.9,25.2,6.635,663.5,-11.5,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,BHF US Equity,9695.4755
05/18/2020,05/28/2020,PFE,Pfizer Inc,A1,Negative,AA-,Negative,NR,-,A1 / AA- / NR,-,Sr, , -,4000,4000,750,5,4,NCL,Fixed,0.8,-,05/28/2025,0.375% 5yr UST due 04/30/25,55,,-,-,-,90,60,5,-,-,,0,35,-,4.4,0.928,99.376,Yes,CORP,Investment Grade,No Role,7,4,3,-,No,No,Yes,Yes,No,No,Refi - Bank,Refi-CP,2000,,No,Barc,Citi,DB,JPM,BNP,HSBC,Mizuho,-,-,-,JPM,Public Offering, ,-,Healthcare,Large Cap Pharmaceuticals,717081EX7,US717081EX73,05/18/2020,2,1,United States of America,US,US, ,750,USD,1,NCL,-,1,-,-,-,-,-,-,PFE,AMRS,0.35,2.625,No,-,-,-,-,-,GS,RBC,Santander,SG,Academy,N,N,Y,912828ZL Govt,99.824,0.836,48.823,-6.177,99.893,0.822,47.4245,-7.5755,99.99,0.802,46.0715,-8.9285,99.907,0.819,51.138,-3.862,99.737,0.854,54.4817,-0.5183,99.801,0.841,51.7421,-3.2579,99.339,0.936,56.7454,1.7454,99.751,0.851,43.8881,-11.1119,99.717,0.858,39.2437,-15.7563,99.554,0.892,44.4223,-10.5777,99.149,0.976,57.6763,2.6763,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,PFE US Equity,253739.521
05/18/2020,05/28/2020,PFE,Pfizer Inc,A1,Negative,AA-,Negative,NR,-,A1 / AA- / NR,-,Sr, , -,4000,4000,1000,10,4,NCL,Fixed,1.7,-,05/28/2030,0.625% 10yr UST due 05/15/30,100,,-,-,-,130,105,5,-,-,,-5,30,-,4.6,1.734,99.689,Yes,CORP,Investment Grade,No Role,7,4,3,-,No,No,Yes,Yes,No,No,Refi - Bank,Refi-CP,2000,,No,Barc,Citi,DB,JPM,BNP,HSBC,Mizuho,-,-,-,JPM,Public Offering, ,-,Healthcare,Large Cap Pharmaceuticals,717081EY5,US717081EY56,05/18/2020,2,0,United States of America,US,US, ,1000,USD,1,NCL,-,3,-,-,-,-,-,-,PFE,AMRS,0.45,4.5,No,-,-,-,-,-,GS,RBC,Santander,SG,Academy,N,N,Y,912828ZQ Govt,100.224,1.675,97.8468,-2.1532,100.65,1.628,94.6129,-5.3871,100.144,1.684,99.3925,-0.6075,100.44,1.651,99.8392,-0.1608,99.945,1.706,104.6875,4.6875,100.108,1.688,100.2775,0.2775,99.707,1.732,98.6136,-1.3864,100.709,1.621,79.7422,-20.2578,100.217,1.676,78.0789,-21.9211,100.842,1.606,73.0752,-26.9248,100.518,1.642,81.6604,-18.3396,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,PFE US Equity,253739.521
05/18/2020,05/28/2020,PFE,Pfizer Inc,A1,Negative,AA-,Negative,NR,-,A1 / AA- / NR,-,Sr, , -,4000,4000,1000,20,4,NCL,Fixed,2.55,-,05/28/2040,2% 20yr UST due 02/15/50,115,,-,-,-,150,120,5,-,-,,-5,35,-,5.7,2.59,99.379,Yes,CORP,Investment Grade,No Role,7,4,3,-,No,No,Yes,Yes,No,No,Refi - Bank,Refi-CP,2000,,No,Barc,Citi,DB,JPM,BNP,HSBC,Mizuho,-,-,-,Citi,Public Offering, ,-,Healthcare,Large Cap Pharmaceuticals,717081EZ2,US717081EZ22,05/18/2020,2,0,United States of America,US,US, ,1000,USD,1,NCL,-,6,-,-,-,-,-,-,PFE,AMRS,0.75,7.5,No,-,-,-,-,-,GS,RBC,Santander,SG,Academy,N,N,Y,912810SL Govt,101.141,2.476,104.3844,-10.6156,101.464,2.455,102.7081,-12.2919,100.475,2.519,108.0397,-6.9603,100.463,2.52,112.6841,-2.3159,100.137,2.541,110.3674,-4.6326,99.379,2.59,111.4648,-3.5352,100.137,2.541,102.3535,-12.6465,99.953,2.553,93.4076,-21.5924,100.936,2.489,83.7101,-31.2899,101.742,2.437,80.9273,-34.0727,101.85,2.43,86.821,-28.179,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,PFE US Equity,253739.521
05/18/2020,05/28/2020,PFE,Pfizer Inc,A1,Negative,AA-,Negative,NR,-,A1 / AA- / NR,-,Sr, , -,4000,4000,1250,30,4,NCL,Fixed,2.7,-,05/28/2050,2% 30yr UST due 02/15/50,130,,-,-,-,160,135,5,-,-,,0,30,-,4.56,2.74,99.185,Yes,CORP,Investment Grade,No Role,7,4,3,-,No,No,Yes,Yes,No,No,Refi - Bank,Refi-CP,2000,,No,Barc,Citi,DB,JPM,BNP,HSBC,Mizuho,-,-,-,Citi,Public Offering, ,-,Healthcare,Large Cap Pharmaceuticals,717081FA6,US717081FA61,05/18/2020,2,0,United States of America,US,US, ,1250,USD,1,NCL,-,6,-,-,-,-,-,-,PFE,AMRS,0.75,9.375,No,-,-,-,-,-,GS,RBC,Santander,SG,Academy,N,N,Y,912810SL Govt,99.984,2.701,126.8844,-3.1156,101.572,2.623,119.5081,-10.4919,100.215,2.689,125.0397,-4.9603,99.979,2.701,130.7841,0.7841,99.919,2.704,126.6674,-3.3326,98.34,2.782,130.6648,0.6648,98.922,2.753,123.5535,-6.4465,99.327,2.733,111.4076,-18.5924,100.182,2.691,103.9101,-26.0899,100.263,2.687,105.9273,-24.0727,101.161,2.643,108.121,-21.879,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,PFE US Equity,253739.521
05/18/2020,05/21/2020,UNM,Unum Group,Baa3,Negative,BBB,Stable,BBB-,Negative,Baa3 / BBB / BBB-,6,Sr, , -,500, -,500,5,1,NCL,Fixed,4.5,-,03/15/2025,0.375% 5yr UST due 04/30/25,425,,-13,-,-,475,0,0,-,-,,25,50,-,3.4,4.625,99.472,Yes,FIG,Investment Grade,Co-Manager,5,5,-,-,No,No,Yes,Yes,No,No,GCP,-,2000,,No,Citi,DB,HSBC,US Bancorp,WFS,-,-,-,-,-,Citi,Public Offering, ,-,Financial Institutions,Insurance,91529YAQ9,US91529YAQ98,05/18/2020,2,1,United States of America,US,US, ,500,USD,1,NCL,-,1,100,-,-,-,-,-,UNM,"AMRS,EMEA",0.65,3.25,No,-,-,-,-,-,BofA,GS,JPM,SunTrust Robinson,BNY,N,N,Y,912828ZL Govt,101.45,4.161,382.9057,-42.0943,101.45,4.161,382.2714,-42.7286,101.45,4.161,382.2774,-42.7226,103.202,3.754,341.5795,-83.4205,103.202,3.754,342.0603,-82.9397,103.202,3.754,340.623,-84.377,104.008,3.568,322.0245,-102.9755,104.008,3.568,322.6715,-102.3285,104.008,3.568,326.038,-98.962,104.008,3.568,325.8817,-99.1183,104.008,3.568,324.4421,-100.5579,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,UNM US Equity,6050.5831
05/18/2020,05/22/2020,RELLN,RELX Capital Inc,Baa1,Stable,BBB+,Stable,BBB+,Stable,Baa1 / BBB+ / BBB+,6,Sr, , -,750,750,750,10,1,NCL,Fixed,3,-,05/22/2030,0.625% 10yr UST due 05/15/30,235,,-17,-,-,275,235,0,-,-,,15,40,-,6.5,3.077,99.342,Yes,CORP,Investment Grade,No Role,4,4,-,-,No,No,Yes,Yes,No,No,GCP,-,1000,,No,ABN AMRO Bank N.V.,HSBC,ING,UBS,-,-,-,-,-,-,HSBC,Public Offering, ,-,Business Services,Services,74949LAD4,US74949LAD47,05/18/2020,2,1,United States of America,US,US, ,750,USD,1,NCL,-,3,-,-,-,-,-,-,RELLN,AMRS,0.45,3.375,No,-,-,-,-,-,-,-,-,-,-,N,N,Y,912828ZQ Govt,102.503,2.706,202.5858,-32.4142,102.503,2.706,203.3951,-31.6049,103.291,2.615,194.2939,-40.7061,104.015,2.532,187.2937,-47.7063,103.733,2.564,186.7468,-48.2532,105.268,2.39,170.8129,-64.1871,105.237,2.393,170.2925,-64.7075,105.315,2.384,173.1392,-61.8608,106.073,2.299,163.9875,-71.0125,105.925,2.315,162.9775,-72.0225,105.925,2.315,156.9136,-78.0864,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,REL LN Equity,42202.7091
05/18/2020,05/21/2020,DUK,Duke Energy Ohio Inc,A2,Stable,A,Stable,NR,-,A2 / A / NR,-,FMB, , -,400, -,400,10,1,NCL,Fixed,2.125,-,06/01/2030,0.625% 10yr UST due 05/15/30,140,,-4,-,-,175,0,0,-,-,,10,35,-,6.5,2.132,99.937,Yes,CORP,Investment Grade,No Role,3,3,-,-,No,No,Yes,Yes,No,No,Refi-General,GCP,2000,,No,Citi,CS,PNC,-,-,-,-,-,-,-,CS,Public Offering, ,-,Energy & Power,Utilities,26442EAH3,US26442EAH36,05/18/2020,2,1,United States of America,US,US, ,400,USD,1,NCL,-,3,-,-,-,-,-,-,DUK,AMRS,0.65,2.6,No,-,-,-,-,-,Key,Loop,-,-,-,N,N,Y,912828ZQ Govt,101.46,1.96,127.1739,-12.8261,101.817,1.92,123.9858,-16.0142,101.817,1.92,124.7951,-15.2049,101.815,1.92,124.7939,-15.2061,102.112,1.887,122.7937,-17.2063,102.255,1.871,117.4468,-22.5532,102.713,1.82,113.8129,-26.1871,102.379,1.857,116.6925,-23.3075,102.559,1.837,118.4392,-21.5608,102.252,1.871,121.1875,-18.8125,102.376,1.857,117.1775,-22.8225,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,CIN2 US Equity,#N/A N/A
05/18/2020,05/21/2020,PNY,Piedmont Natural Gas Company Inc,A3,-,A-,-,NR,-,A3 / A- / NR,-,Sr, , -,400, -,400,30,1,NCL,Fixed,3.35,-,06/01/2050,2% 30yr UST due 02/15/50,195,,-4,-,-,237.5,200,5,-,-,,0,42.5,-,5,3.388,99.287,Yes,CORP,Investment Grade,No Role,6,6,-,-,No,No,Yes,Yes,No,No,Refi-General,GCP,2000,,No,Mizuho,MS,PNC,RBC,SMBC,US Bancorp,-,-,-,-,-,Public Offering, ,-,Energy & Power,Utilities,720186AM7,US720186AM78,05/18/2020,2,1,United States of America,US,US, ,400,USD,1,NCL,-,6,-,-,-,-,-,-,PNY,AMRS,0.875,3.5,No,-,-,-,-,-,Academy,-,-,-,-,N,N,Y,912810SL Govt,104.989,3.091,169.3778,-25.6222,104.89,3.096,170.9495,-24.0505,104.89,3.096,172.2037,-22.7963,104.236,3.129,175.508,-19.492,104.236,3.129,176.9851,-18.0149,104.236,3.129,169.6844,-25.3156,104.236,3.129,170.1081,-24.8919,104.236,3.129,169.0397,-25.9603,105.445,3.068,167.4841,-27.5159,105.247,3.078,164.0674,-30.9326,105.247,3.078,160.2648,-34.7352,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,PNY US Equity,#N/A N/A
05/18/2020,05/27/2020,ALCSW,Alcon Finance Corporation,Baa2,Stable,BBB,-,NR,-,Baa2 / BBB / NR,6,Sr, , -,750,750,750,10,1,NCL,Fixed,2.6,-,05/27/2030,0.625% 10yr UST due 05/15/30,190,,-9,-,-,225,0,0,-,-,,0,35,-,4.5,2.618,99.843,Yes,CORP,Investment Grade,No Role,3,3,-,-,Yes,No,Yes,Yes,No,No,GCP,-,200000,,No,CS,JPM,MS,-,-,-,-,-,-,-,JPM,144a/Reg S, ,-,Healthcare,Medical Technology and Devices,01400EAD5,US01400EAD58,05/18/2020,2,1,United States of America,US,US, ,750,USD,1,NCL,-,3,-,-,-,-,-,-,ALCSW,AMRS,N/A,-,No,-,-,-,-,-,-,-,-,-,-,N,N,Y,912828ZQ Govt,101.288,2.451,179.1937,-10.8063,101.157,2.466,176.9468,-13.0532,101.108,2.471,178.9129,-11.0871,101.099,2.472,178.1925,-11.8075,101.299,2.449,179.6392,-10.3608,101.025,2.481,182.1875,-7.8125,101.025,2.481,179.5775,-10.4225,100.554,2.535,178.9136,-11.0864,101.851,2.386,156.2422,-33.7578,102.049,2.363,146.7789,-43.2211,102.798,2.277,140.1752,-49.8248,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,ALC SW Equity,31299.2384
05/18/2020,05/26/2020,FANG,Diamondback Energy Inc,Ba1,Stable,BBB-,Negative,BBB,Stable,Ba1 / BBB- / BBB,5,Sr, , -,500,500,500,5,1,NCL,Fixed,4.75,-,05/31/2025,0.375% 5yr UST due 04/30/25,438,,-15,-,-,525,0,0,-,-,,15,87,-,8.6,4.75,100,Yes,CORP,Investment Grade,Co-Manager,3,3,-,-,Yes,No,Yes,Yes,No,No,Share Repurchase,Refi - Bank,2000,,No,JPM,Citi,WFS,-,-,-,-,-,-,-,JPM,Public Offering, ,-,Energy & Power,Exploration & Production,25278XAP4,US25278XAP42,05/18/2020,2,1,United States of America,US,US, ,500,USD,1,NCL,-,1,-,-,-,-,-,-,FANG,AMRS,0.6,3,No,-,-,-,-,-,BofA,COSC,Scotia,US Bancorp,CS,N,N,Y,912828ZL Govt,104.084,3.833,349.4795,-88.5205,104.376,3.768,343.4603,-94.5397,104.235,3.797,344.923,-93.077,104.631,3.71,336.2245,-101.7755,104.746,3.684,334.2715,-103.7285,105.132,3.6,329.238,-108.762,105.307,3.561,325.1817,-112.8183,105.089,3.607,328.3421,-109.6579,105.778,3.456,308.7454,-129.2546,106.534,3.292,287.9881,-150.0119,106.344,3.332,286.6437,-151.3563,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,FANG US Equity,13891.5202
05/18/2020,05/26/2020,XEL,Northern States Power Company,Aa3,Stable,A,Stable,A+,Stable,Aa3 / A / A+,-,FMB, , -,100, -,100,31,1,NCL,Fixed,3.05,-,05/01/2051,2% 30yr UST due 02/15/50,170,,-,-,-,170,0,0,-,-,,15,0,-,N/A,3.109,98.834,Yes,CORP,Investment Grade,No Role,1,1,-,-,No,No,Yes,Yes,No,No,Refi-CP,GCP,2000,,No,Mizuho,-,-,-,-,-,-,-,-,-,Mizuho,Public Offering, ,-,Energy & Power,Utilities,665789BB8,US665789BB86,05/18/2020,2,1,United States of America,US,US, ,100,USD,1,NCL,-,6,-,-,-,-,-,-,XEL,AMRS,0.875,0.875,No,-,-,-,-,-,-,-,-,-,-,N,N,Y,912810SL Govt,102.408,2.93,155.608,-14.392,102.415,2.93,157.0851,-12.9149,102.607,2.92,148.7844,-21.2156,103.705,2.867,143.9081,-26.0919,103.07,2.897,145.8397,-24.1603,102.857,2.908,151.4841,-18.5159,102.525,2.924,148.6674,-21.3326,101.707,2.964,148.8648,-21.1352,102.255,2.937,141.9535,-28.0465,102.858,2.908,128.9076,-41.0924,104.526,2.827,117.5101,-52.4899,29.3,6.27,66.57,-0.52,90.416,-2.37,0.1772,1.4279,0.2273,1.8547,0.3702,5.4197,0.7257,2.2208,1.4365,1.4452,NSP1 US Equity,#N/A N/A
